,Name,Year,Value,Area,Area_Percentage
4956,SAL1,2011,9012.0,136.14999999999992,1.945464132157243
4957,SAL1,2011,9018.0,792.9699999999996,11.33084607327748
4958,SAL1,2011,9020.0,605.1400000000002,8.646920050926441
4959,SAL1,2011,9023.0,1165.15,16.648971969026903
4960,SAL1,2011,9024.0,621.2999999999996,8.877832282844619
4961,SAL1,2011,9025.0,138.29999999999998,1.9761857471711115
4962,SAL1,2011,9029.0,156.33,2.2338186395897317
4963,SAL1,2012,115.0,278.53,3.979949502238393
4964,SAL1,2012,131.0,125.36000000000006,1.7912844921574165
4965,SAL1,2012,132.0,198.3499999999999,2.834247599070064
4966,SAL1,2012,171.0,256.4200000000002,3.6640169869097385
4967,SAL1,2012,311.0,90.55,1.2938801113980056
4968,SAL1,2012,422.0,33.46,0.47811406435535364
4969,SAL1,2012,459.0,2349.349999999998,33.57015173619991
4970,SAL1,2012,9002.0,51.7,0.7387476726590491
4971,SAL1,2012,9012.0,136.36999999999995,1.9486077392749417
4972,SAL1,2012,9018.0,799.4899999999997,11.424011156947444
4973,SAL1,2012,9020.0,597.1099999999999,8.532178391130458
4974,SAL1,2012,9023.0,1165.24,16.650257990120508
4975,SAL1,2012,9024.0,621.7699999999995,8.884548170777883
4976,SAL1,2012,9025.0,138.29999999999998,1.9761857471711115
4977,SAL1,2012,9029.0,156.33,2.233818639589732
4978,SAL1,2013,115.0,288.77000000000004,4.126270124443977
4979,SAL1,2013,131.0,152.86999999999998,2.184378273102298
4980,SAL1,2013,132.0,176.05,2.515600150321578
4981,SAL1,2013,171.0,191.56,2.7372244521192926
4982,SAL1,2013,311.0,108.04999999999997,1.543939768487625
4983,SAL1,2013,422.0,55.10999999999999,0.787473582983369
4984,SAL1,2013,459.0,2346.659999999998,33.53171399462442
4985,SAL1,2013,9002.0,51.88000000000001,0.7413197148462566
4986,SAL1,2013,9012.0,144.13999999999996,2.0596342270227326
4987,SAL1,2013,9018.0,795.0599999999994,11.36071034089561
4988,SAL1,2013,9020.0,605.5299999999996,8.652492808998717
4989,SAL1,2013,9023.0,1165.9500000000003,16.660403267636717
4990,SAL1,2013,9024.0,621.9799999999996,8.887548886662959
4991,SAL1,2013,9025.0,138.29999999999998,1.9761857471711115
4992,SAL1,2013,9029.0,156.42000000000002,2.235104660683336
4993,SAL1,2014,115.0,233.34,3.3342240220166817
4994,SAL1,2014,131.0,143.35999999999999,2.0484887108781673
4995,SAL1,2014,132.0,200.30999999999986,2.8622542806641
4996,SAL1,2014,171.0,225.14999999999992,3.2171961024987388
4997,SAL1,2014,311.0,112.48,1.6072405845394548
4998,SAL1,2014,422.0,73.66999999999997,1.0526797107309886
4999,SAL1,2014,459.0,2367.2599999999975,33.82606993382704
5000,SAL1,2014,9002.0,51.88000000000001,0.7413197148462565
5001,SAL1,2014,9012.0,137.78999999999994,1.9688982943073556
5002,SAL1,2014,9018.0,779.3899999999994,11.136799779375933
5003,SAL1,2014,9020.0,592.4400000000006,8.465448185495694
5004,SAL1,2014,9023.0,1164.9700000000003,16.6463999268397
5005,SAL1,2014,9024.0,621.5699999999996,8.88169034612543
5006,SAL1,2014,9025.0,138.29999999999998,1.9761857471711113
5007,SAL1,2014,9029.0,156.42000000000002,2.2351046606833354
5008,SAL1,2015,115.0,254.89000000000004,3.6421546283184725
5009,SAL1,2015,131.0,126.24000000000004,1.8038589206282085
5010,SAL1,2015,132.0,157.8699999999999,2.255823889413617
5011,SAL1,2015,171.0,24.189999999999998,0.3456538917141662
5012,SAL1,2015,311.0,75.02999999999999,1.072112918367668
5013,SAL1,2015,411.0,196.1100000000001,2.8022399629625956
5014,SAL1,2015,422.0,91.29999999999994,1.3045969538447029
5015,SAL1,2015,459.0,2367.7099999999978,33.83250003929508
5016,SAL1,2015,9002.0,51.88000000000001,0.7413197148462567
5017,SAL1,2015,9012.0,137.78999999999994,1.9688982943073565
5018,SAL1,2015,9018.0,779.4399999999994,11.137514235539046
5019,SAL1,2015,9020.0,654.6199999999994,9.353945869943255
5020,SAL1,2015,9023.0,1164.9700000000003,16.6463999268397
5021,SAL1,2015,9024.0,621.5699999999996,8.881690346125431
5022,SAL1,2015,9025.0,138.29999999999998,1.9761857471711115
5023,SAL1,2015,9029.0,156.42000000000002,2.235104660683336
5024,SAL1,2016,115.0,235.64999999999984,3.3672318967525094
5025,SAL1,2016,131.0,162.1699999999999,2.3172671194413517
5026,SAL1,2016,132.0,194.42000000000013,2.778091344649369
5027,SAL1,2016,171.0,3.79,0.05415577716398057
5028,SAL1,2016,311.0,96.24,1.3751852227602874
5029,SAL1,2016,411.0,261.62999999999994,3.73846331910613
5030,SAL1,2016,422.0,82.69999999999996,1.1817104937892322
5031,SAL1,2016,459.0,2357.9199999999987,33.69260952255752
5032,SAL1,2016,9002.0,52.82000000000001,0.7547514907127847
5033,SAL1,2016,9012.0,139.68999999999997,1.996047628505658
5034,SAL1,2016,9018.0,801.5099999999995,11.452875185937213
5035,SAL1,2016,9020.0,367.20999999999987,5.247108953135962
5036,SAL1,2016,9023.0,1206.3600000000004,17.237826738664804
5037,SAL1,2016,9024.0,668.7899999999996,9.556422746569536
5038,SAL1,2016,9025.0,138.89999999999998,1.9847592211284695
5039,SAL1,2016,9029.0,228.53000000000006,3.265493339125193
5040,SAL1,2017,115.0,238.93000000000004,3.414100221052739
5041,SAL1,2017,131.0,166.69999999999996,2.381996847819409
5042,SAL1,2017,132.0,174.33999999999992,2.4911657495431054
5043,SAL1,2017,140.0,89.92,1.2848779637427794
5044,SAL1,2017,155.0,142.26000000000002,2.0327706752896777
5045,SAL1,2017,171.0,0.61,0.008716365189981043
5046,SAL1,2017,311.0,118.71000000000005,1.696261822463361
5047,SAL1,2017,411.0,151.03999999999996,2.158229177532355
5048,SAL1,2017,422.0,45.17999999999998,0.6455825889890875
5049,SAL1,2017,459.0,2316.429999999997,33.09975379840617
5050,SAL1,2017,9002.0,51.63,0.7377474340306907
5051,SAL1,2017,9012.0,135.54000000000002,1.9367477669672635
5052,SAL1,2017,9018.0,821.699999999999,11.741372584602319
5053,SAL1,2017,9020.0,330.0999999999999,4.716839588873347
5054,SAL1,2017,9023.0,1193.1200000000001,17.04863874667243
5055,SAL1,2017,9024.0,658.1399999999996,9.404243583826426
5056,SAL1,2017,9025.0,138.6,1.980472484149791
5057,SAL1,2017,9029.0,225.38,3.2204826008490617
5058,SAL1,2018,115.0,247.5399999999999,3.537129572340831
5059,SAL1,2018,131.0,142.00000000000003,2.029055503241489
5060,SAL1,2018,132.0,192.80000000000013,2.7549429649645023
5061,SAL1,2018,140.0,74.77999999999996,1.0685406375521018
5062,SAL1,2018,155.0,156.49,2.2361048993116945
5063,SAL1,2018,171.0,1.1400000000000001,0.01628960051898097
5064,SAL1,2018,311.0,97.95999999999998,1.399762514771382
5065,SAL1,2018,411.0,187.9,2.684926260979407
